placement_id,date,funnel,format,size,campaign_name,impressions,clicks,spend,sessions,bounces
352566654,2022-12-17,conversion,image,1080x1080,glassroom-workshop,4551,14,46.9,11,10
352566654,2022-12-17,conversion,image,1080x1080,glassroom-workshop,4551,14,46.9,11,10
352566654,2022-12-17,conversion,image,1080x1080,glassroom-workshop,4551,14,46.9,11,10
352566654,2022-12-17,conversion,image,1080x1080,glassroom-workshop,4551,14,46.9,11,10
352566654,2022-12-17,conversion,image,1080x1080,glassroom-workshop,4551,14,46.9,11,10
352566654,2022-12-17,conversion,image,1080x1080,glassroom-workshop,4551,14,46.9,11,10
352570674,2022-12-12,conversion,image,300x600,all-out,2668,20,28.85,22,2
352570674,2022-12-12,conversion,image,300x600,all-out,2668,20,28.85,22,2
352570674,2022-12-12,conversion,image,300x600,all-out,2668,20,28.85,22,2
352570674,2022-12-12,conversion,image,300x600,all-out,2668,20,28.85,22,2
352570674,2022-12-12,conversion,image,300x600,all-out,2668,20,28.85,22,2
352570674,2022-12-12,conversion,image,300x600,all-out,2668,20,28.85,22,2
352570674,2022-12-12,conversion,image,300x600,all-out,2668,20,28.85,22,2
352570674,2022-12-12,conversion,image,300x600,all-out,2668,20,28.85,22,2
352570674,2022-12-12,conversion,image,300x600,all-out,2668,20,28.85,22,2
352570674,2022-12-13,conversion,image,300x600,all-out,6182,38,63.73,35,3
352570674,2022-12-13,conversion,image,300x600,all-out,6182,38,63.73,35,3
352570674,2022-12-13,conversion,image,300x600,all-out,6182,38,63.73,35,3
352570674,2022-12-13,conversion,image,300x600,all-out,6182,38,63.73,35,3
352570674,2022-12-13,conversion,image,300x600,all-out,6182,38,63.73,35,3
352570674,2022-12-13,conversion,image,300x600,all-out,6182,38,63.73,35,3
352570674,2022-12-13,conversion,image,300x600,all-out,6182,38,63.73,35,3
352570674,2022-12-13,conversion,image,300x600,all-out,6182,38,63.73,35,3
352570674,2022-12-13,conversion,image,300x600,all-out,6182,38,63.73,35,3
352570674,2022-12-14,conversion,image,300x600,all-out,6149,22,54.23,22,0
352570674,2022-12-14,conversion,image,300x600,all-out,6149,22,54.23,22,0
352570674,2022-12-14,conversion,image,300x600,all-out,6149,22,54.23,22,0
352570674,2022-12-14,conversion,image,300x600,all-out,6149,22,54.23,22,0
352570674,2022-12-14,conversion,image,300x600,all-out,6149,22,54.23,22,0
352570674,2022-12-14,conversion,image,300x600,all-out,6149,22,54.23,22,0
352570674,2022-12-14,conversion,image,300x600,all-out,6149,22,54.23,22,0
352570674,2022-12-14,conversion,image,300x600,all-out,6149,22,54.23,22,0
352570674,2022-12-14,conversion,image,300x600,all-out,6149,22,54.23,22,0
352570674,2022-12-15,conversion,image,300x600,all-out,5025,21,44.2,18,1
352570674,2022-12-15,conversion,image,300x600,all-out,5025,21,44.2,18,1
352570674,2022-12-15,conversion,image,300x600,all-out,5025,21,44.2,18,1
352570674,2022-12-15,conversion,image,300x600,all-out,5025,21,44.2,18,1
352570674,2022-12-15,conversion,image,300x600,all-out,5025,21,44.2,18,1
352570674,2022-12-15,conversion,image,300x600,all-out,5025,21,44.2,18,1
352570674,2022-12-15,conversion,image,300x600,all-out,5025,21,44.2,18,1
352570674,2022-12-15,conversion,image,300x600,all-out,5025,21,44.2,18,1
352570674,2022-12-15,conversion,image,300x600,all-out,5025,21,44.2,18,1
352570674,2022-12-16,conversion,image,300x600,all-out,5404,23,48.53,19,0
352570674,2022-12-16,conversion,image,300x600,all-out,5404,23,48.53,19,0
352570674,2022-12-16,conversion,image,300x600,all-out,5404,23,48.53,19,0
352570674,2022-12-16,conversion,image,300x600,all-out,5404,23,48.53,19,0
352570674,2022-12-16,conversion,image,300x600,all-out,5404,23,48.53,19,0
352570674,2022-12-16,conversion,image,300x600,all-out,5404,23,48.53,19,0
352570674,2022-12-16,conversion,image,300x600,all-out,5404,23,48.53,19,0
352570674,2022-12-16,conversion,image,300x600,all-out,5404,23,48.53,19,0
352570674,2022-12-16,conversion,image,300x600,all-out,5404,23,48.53,19,0
352570674,2022-12-17,conversion,image,300x600,all-out,5203,25,45.34,23,0
352570674,2022-12-17,conversion,image,300x600,all-out,5203,25,45.34,23,0
352570674,2022-12-17,conversion,image,300x600,all-out,5203,25,45.34,23,0
352570674,2022-12-17,conversion,image,300x600,all-out,5203,25,45.34,23,0
352570674,2022-12-17,conversion,image,300x600,all-out,5203,25,45.34,23,0
352570674,2022-12-17,conversion,image,300x600,all-out,5203,25,45.34,23,0
352570674,2022-12-17,conversion,image,300x600,all-out,5203,25,45.34,23,0
352570674,2022-12-17,conversion,image,300x600,all-out,5203,25,45.34,23,0
352570674,2022-12-17,conversion,image,300x600,all-out,5203,25,45.34,23,0
352570674,2022-12-18,conversion,image,300x600,all-out,6425,33,51.24,29,1
352570674,2022-12-18,conversion,image,300x600,all-out,6425,33,51.24,29,1
352570674,2022-12-18,conversion,image,300x600,all-out,6425,33,51.24,29,1
352570674,2022-12-18,conversion,image,300x600,all-out,6425,33,51.24,29,1
352570674,2022-12-18,conversion,image,300x600,all-out,6425,33,51.24,29,1
352570674,2022-12-18,conversion,image,300x600,all-out,6425,33,51.24,29,1
352570674,2022-12-18,conversion,image,300x600,all-out,6425,33,51.24,29,1
352570674,2022-12-18,conversion,image,300x600,all-out,6425,33,51.24,29,1
352570674,2022-12-18,conversion,image,300x600,all-out,6425,33,51.24,29,1
352570674,2022-12-19,conversion,image,300x600,all-out,6562,32,50.61,25,0
352570674,2022-12-19,conversion,image,300x600,all-out,6562,32,50.61,25,0
352570674,2022-12-19,conversion,image,300x600,all-out,6562,32,50.61,25,0
352570674,2022-12-19,conversion,image,300x600,all-out,6562,32,50.61,25,0
352570674,2022-12-19,conversion,image,300x600,all-out,6562,32,50.61,25,0
352570674,2022-12-19,conversion,image,300x600,all-out,6562,32,50.61,25,0
352570674,2022-12-19,conversion,image,300x600,all-out,6562,32,50.61,25,0
352570674,2022-12-19,conversion,image,300x600,all-out,6562,32,50.61,25,0
352570674,2022-12-19,conversion,image,300x600,all-out,6562,32,50.61,25,0
352570734,2022-12-06,conversion,image,300x600,glassroom-workshop,5420,17,52.4,14,13
352570734,2022-12-06,conversion,image,300x600,glassroom-workshop,5420,17,52.4,14,13
352570734,2022-12-06,conversion,image,300x600,glassroom-workshop,5420,17,52.4,14,13
352570734,2022-12-06,conversion,image,300x600,glassroom-workshop,5420,17,52.4,14,13
352570734,2022-12-06,conversion,image,300x600,glassroom-workshop,5420,17,52.4,14,13
352570734,2022-12-06,conversion,image,300x600,glassroom-workshop,5420,17,52.4,14,13
352570734,2022-12-06,conversion,image,300x600,glassroom-workshop,5420,17,52.4,14,13
352570734,2022-12-06,conversion,image,300x600,glassroom-workshop,5420,17,52.4,14,13
352570734,2022-12-06,conversion,image,300x600,glassroom-workshop,5420,17,52.4,14,13
352570734,2022-12-06,conversion,image,300x600,glassroom-workshop,5420,17,52.4,14,13
352570734,2022-12-06,conversion,image,300x600,glassroom-workshop,5420,17,52.4,14,13
352570734,2022-12-06,conversion,image,300x600,glassroom-workshop,5420,17,52.4,14,13
352570734,2022-12-06,conversion,image,300x600,glassroom-workshop,5420,17,52.4,14,13
352570734,2022-12-06,conversion,image,300x600,glassroom-workshop,5420,17,52.4,14,13
352570734,2022-12-06,conversion,image,300x600,glassroom-workshop,5420,17,52.4,14,13
352570734,2022-12-06,conversion,image,300x600,glassroom-workshop,5420,17,52.4,14,13
352570734,2022-12-07,conversion,image,300x600,glassroom-workshop,4512,16,46.3,11,10
352570734,2022-12-07,conversion,image,300x600,glassroom-workshop,4512,16,46.3,11,10
352570734,2022-12-07,conversion,image,300x600,glassroom-workshop,4512,16,46.3,11,10
352570734,2022-12-07,conversion,image,300x600,glassroom-workshop,4512,16,46.3,11,10
352570734,2022-12-07,conversion,image,300x600,glassroom-workshop,4512,16,46.3,11,10
352570734,2022-12-07,conversion,image,300x600,glassroom-workshop,4512,16,46.3,11,10
352570734,2022-12-07,conversion,image,300x600,glassroom-workshop,4512,16,46.3,11,10
352570734,2022-12-07,conversion,image,300x600,glassroom-workshop,4512,16,46.3,11,10
352570734,2022-12-07,conversion,image,300x600,glassroom-workshop,4512,16,46.3,11,10
352570734,2022-12-07,conversion,image,300x600,glassroom-workshop,4512,16,46.3,11,10
352570734,2022-12-07,conversion,image,300x600,glassroom-workshop,4512,16,46.3,11,10
352570734,2022-12-07,conversion,image,300x600,glassroom-workshop,4512,16,46.3,11,10
352570734,2022-12-07,conversion,image,300x600,glassroom-workshop,4512,16,46.3,11,10
352570734,2022-12-07,conversion,image,300x600,glassroom-workshop,4512,16,46.3,11,10
352570734,2022-12-07,conversion,image,300x600,glassroom-workshop,4512,16,46.3,11,10
352570734,2022-12-07,conversion,image,300x600,glassroom-workshop,4512,16,46.3,11,10
352579234,2022-12-06,conversion,image,1080x1080,all-out,10548,47,109.81,39,5
352579234,2022-12-06,conversion,image,1080x1080,all-out,10548,47,109.81,39,5
352579234,2022-12-06,conversion,image,1080x1080,all-out,10548,47,109.81,39,5
352579234,2022-12-06,conversion,image,1080x1080,all-out,10548,47,109.81,39,5
352579234,2022-12-06,conversion,image,1080x1080,all-out,10548,47,109.81,39,5
352579234,2022-12-06,conversion,image,1080x1080,all-out,10548,47,109.81,39,5
352579234,2022-12-06,conversion,image,1080x1080,all-out,10548,47,109.81,39,5
352579234,2022-12-06,conversion,image,1080x1080,all-out,10548,47,109.81,39,5
352579234,2022-12-06,conversion,image,1080x1080,all-out,10548,47,109.81,39,5
352579234,2022-12-06,conversion,image,1080x1080,all-out,10548,47,109.81,39,5
352579234,2022-12-06,conversion,image,1080x1080,all-out,10548,47,109.81,39,5
352579234,2022-12-06,conversion,image,1080x1080,all-out,10548,47,109.81,39,5
352579234,2022-12-06,conversion,image,1080x1080,all-out,10548,47,109.81,39,5
352579234,2022-12-06,conversion,image,1080x1080,all-out,10548,47,109.81,39,5
352579234,2022-12-06,conversion,image,1080x1080,all-out,10548,47,109.81,39,5
352579234,2022-12-06,conversion,image,1080x1080,all-out,10548,47,109.81,39,5
352579234,2022-12-07,conversion,image,1080x1080,all-out,10658,27,117.03,20,2
352579234,2022-12-07,conversion,image,1080x1080,all-out,10658,27,117.03,20,2
352579234,2022-12-07,conversion,image,1080x1080,all-out,10658,27,117.03,20,2
352579234,2022-12-07,conversion,image,1080x1080,all-out,10658,27,117.03,20,2
352579234,2022-12-07,conversion,image,1080x1080,all-out,10658,27,117.03,20,2
352579234,2022-12-07,conversion,image,1080x1080,all-out,10658,27,117.03,20,2
352579234,2022-12-07,conversion,image,1080x1080,all-out,10658,27,117.03,20,2
352579234,2022-12-07,conversion,image,1080x1080,all-out,10658,27,117.03,20,2
352579234,2022-12-07,conversion,image,1080x1080,all-out,10658,27,117.03,20,2
352579234,2022-12-07,conversion,image,1080x1080,all-out,10658,27,117.03,20,2
352579234,2022-12-07,conversion,image,1080x1080,all-out,10658,27,117.03,20,2
352579234,2022-12-07,conversion,image,1080x1080,all-out,10658,27,117.03,20,2
352579234,2022-12-07,conversion,image,1080x1080,all-out,10658,27,117.03,20,2
352579234,2022-12-07,conversion,image,1080x1080,all-out,10658,27,117.03,20,2
352579234,2022-12-07,conversion,image,1080x1080,all-out,10658,27,117.03,20,2
352579234,2022-12-07,conversion,image,1080x1080,all-out,10658,27,117.03,20,2
352579234,2022-12-08,conversion,image,1080x1080,all-out,10481,29,118.5,21,3
352579234,2022-12-08,conversion,image,1080x1080,all-out,10481,29,118.5,21,3
352579234,2022-12-08,conversion,image,1080x1080,all-out,10481,29,118.5,21,3
352579234,2022-12-08,conversion,image,1080x1080,all-out,10481,29,118.5,21,3
352579234,2022-12-08,conversion,image,1080x1080,all-out,10481,29,118.5,21,3
352579234,2022-12-08,conversion,image,1080x1080,all-out,10481,29,118.5,21,3
352579234,2022-12-08,conversion,image,1080x1080,all-out,10481,29,118.5,21,3
352579234,2022-12-08,conversion,image,1080x1080,all-out,10481,29,118.5,21,3
352579234,2022-12-08,conversion,image,1080x1080,all-out,10481,29,118.5,21,3
352579234,2022-12-08,conversion,image,1080x1080,all-out,10481,29,118.5,21,3
352579234,2022-12-08,conversion,image,1080x1080,all-out,10481,29,118.5,21,3
352579234,2022-12-08,conversion,image,1080x1080,all-out,10481,29,118.5,21,3
352579234,2022-12-08,conversion,image,1080x1080,all-out,10481,29,118.5,21,3
352579234,2022-12-08,conversion,image,1080x1080,all-out,10481,29,118.5,21,3
352579234,2022-12-08,conversion,image,1080x1080,all-out,10481,29,118.5,21,3
352579234,2022-12-08,conversion,image,1080x1080,all-out,10481,29,118.5,21,3
352579234,2022-12-09,conversion,image,1080x1080,all-out,13787,36,156.29,26,2
352579234,2022-12-09,conversion,image,1080x1080,all-out,13787,36,156.29,26,2
352579234,2022-12-09,conversion,image,1080x1080,all-out,13787,36,156.29,26,2
352579234,2022-12-09,conversion,image,1080x1080,all-out,13787,36,156.29,26,2
352579234,2022-12-09,conversion,image,1080x1080,all-out,13787,36,156.29,26,2
352579234,2022-12-09,conversion,image,1080x1080,all-out,13787,36,156.29,26,2
352579234,2022-12-09,conversion,image,1080x1080,all-out,13787,36,156.29,26,2
352579234,2022-12-09,conversion,image,1080x1080,all-out,13787,36,156.29,26,2
352579234,2022-12-09,conversion,image,1080x1080,all-out,13787,36,156.29,26,2
352579234,2022-12-09,conversion,image,1080x1080,all-out,13787,36,156.29,26,2
352579234,2022-12-09,conversion,image,1080x1080,all-out,13787,36,156.29,26,2
352579234,2022-12-09,conversion,image,1080x1080,all-out,13787,36,156.29,26,2
352579234,2022-12-09,conversion,image,1080x1080,all-out,13787,36,156.29,26,2
352579234,2022-12-09,conversion,image,1080x1080,all-out,13787,36,156.29,26,2
352579234,2022-12-09,conversion,image,1080x1080,all-out,13787,36,156.29,26,2
352579234,2022-12-09,conversion,image,1080x1080,all-out,13787,36,156.29,26,2
352579234,2022-12-10,conversion,image,1080x1080,all-out,15079,46,169.27,33,1
352579234,2022-12-10,conversion,image,1080x1080,all-out,15079,46,169.27,33,1
352579234,2022-12-10,conversion,image,1080x1080,all-out,15079,46,169.27,33,1
352579234,2022-12-10,conversion,image,1080x1080,all-out,15079,46,169.27,33,1
352579234,2022-12-10,conversion,image,1080x1080,all-out,15079,46,169.27,33,1
352579234,2022-12-10,conversion,image,1080x1080,all-out,15079,46,169.27,33,1
352579234,2022-12-10,conversion,image,1080x1080,all-out,15079,46,169.27,33,1
352579234,2022-12-10,conversion,image,1080x1080,all-out,15079,46,169.27,33,1
352579234,2022-12-10,conversion,image,1080x1080,all-out,15079,46,169.27,33,1
352579234,2022-12-10,conversion,image,1080x1080,all-out,15079,46,169.27,33,1
352579234,2022-12-10,conversion,image,1080x1080,all-out,15079,46,169.27,33,1
352579234,2022-12-10,conversion,image,1080x1080,all-out,15079,46,169.27,33,1
352579234,2022-12-10,conversion,image,1080x1080,all-out,15079,46,169.27,33,1
352579234,2022-12-10,conversion,image,1080x1080,all-out,15079,46,169.27,33,1
352579234,2022-12-10,conversion,image,1080x1080,all-out,15079,46,169.27,33,1
352579234,2022-12-10,conversion,image,1080x1080,all-out,15079,46,169.27,33,1
352579234,2022-12-11,conversion,image,1080x1080,all-out,14652,27,154.94,23,1
352579234,2022-12-11,conversion,image,1080x1080,all-out,14652,27,154.94,23,1
352579234,2022-12-11,conversion,image,1080x1080,all-out,14652,27,154.94,23,1
352579234,2022-12-11,conversion,image,1080x1080,all-out,14652,27,154.94,23,1
352579234,2022-12-11,conversion,image,1080x1080,all-out,14652,27,154.94,23,1
352579234,2022-12-11,conversion,image,1080x1080,all-out,14652,27,154.94,23,1
352579234,2022-12-11,conversion,image,1080x1080,all-out,14652,27,154.94,23,1
352579234,2022-12-11,conversion,image,1080x1080,all-out,14652,27,154.94,23,1
352579234,2022-12-11,conversion,image,1080x1080,all-out,14652,27,154.94,23,1
352579234,2022-12-11,conversion,image,1080x1080,all-out,14652,27,154.94,23,1
352579234,2022-12-11,conversion,image,1080x1080,all-out,14652,27,154.94,23,1
352579234,2022-12-11,conversion,image,1080x1080,all-out,14652,27,154.94,23,1
352579234,2022-12-11,conversion,image,1080x1080,all-out,14652,27,154.94,23,1
352579234,2022-12-11,conversion,image,1080x1080,all-out,14652,27,154.94,23,1
352579234,2022-12-11,conversion,image,1080x1080,all-out,14652,27,154.94,23,1
352579234,2022-12-11,conversion,image,1080x1080,all-out,14652,27,154.94,23,1
352579234,2022-12-12,conversion,image,1080x1080,all-out,11910,25,122.46,19,0
352579234,2022-12-12,conversion,image,1080x1080,all-out,11910,25,122.46,19,0
352579234,2022-12-12,conversion,image,1080x1080,all-out,11910,25,122.46,19,0
352579234,2022-12-12,conversion,image,1080x1080,all-out,11910,25,122.46,19,0
352579234,2022-12-12,conversion,image,1080x1080,all-out,11910,25,122.46,19,0
352579234,2022-12-12,conversion,image,1080x1080,all-out,11910,25,122.46,19,0
352579234,2022-12-12,conversion,image,1080x1080,all-out,11910,25,122.46,19,0
352579234,2022-12-12,conversion,image,1080x1080,all-out,11910,25,122.46,19,0
352579234,2022-12-12,conversion,image,1080x1080,all-out,11910,25,122.46,19,0
352579234,2022-12-12,conversion,image,1080x1080,all-out,11910,25,122.46,19,0
352579234,2022-12-12,conversion,image,1080x1080,all-out,11910,25,122.46,19,0
352579234,2022-12-12,conversion,image,1080x1080,all-out,11910,25,122.46,19,0
352579234,2022-12-12,conversion,image,1080x1080,all-out,11910,25,122.46,19,0
352579234,2022-12-12,conversion,image,1080x1080,all-out,11910,25,122.46,19,0
352579234,2022-12-12,conversion,image,1080x1080,all-out,11910,25,122.46,19,0
352579234,2022-12-12,conversion,image,1080x1080,all-out,11910,25,122.46,19,0
352579234,2022-12-14,conversion,image,1080x1080,all-out,4758,15,47.9,13,1
